name,age,net_worth_million_usd,industry,industries,country,self_made,gender
Colin Huang,46.0,35303.51,Technology,Technology,China,True,M
Henry Samueli,71.0,35247.34,Technology,Technology,United States,True,M
Eduardo Saverin,44.0,34913.38,Technology,Technology,Brazil,True,M
Eyal Ofer,75.0,34533.51,Diversified,Diversified,Israel,False,M
Idan Ofer,70.0,33366.41,Diversified,Diversified,Israel,False,M
He Xiangjian & family,83.0,32700.13,Manufacturing,Manufacturing,China,True,M
Marilyn Simons & family,75.0,32548.96,Finance & Investments,Finance & Investments,United States,False,F
Abigail Johnson,64.0,31979.84,Finance & Investments,Finance & Investments,United States,False,F
Robert Pera,48.0,31674.24,Technology,Technology,United States,True,M
Shiv Nadar,80.0,31498.72,Technology,Technology,India,True,M
Lyndal Stephens Greth & family,51.0,31464.18,Energy,Energy,United States,False,F
Len Blavatnik,68.0,31391.15,Diversified,Diversified,United States,True,M
Elaine Marshall & family,83.0,30930.0,Diversified,Diversified,United States,False,F
MacKenzie Scott,56.0,30873.33,Technology,Technology,United States,False,F
Michal Strnad,33.0,30790.26,Manufacturing,Manufacturing,Czech Republic,False,M
Andreas von Bechtolsheim & family,70.0,30506.52,Technology,Technology,Germany,True,M
Melinda French Gates,61.0,30134.59,Technology,Technology,United States,False,F
Vladimir Potanin,65.0,29740.3,Metals & Mining,Metals & Mining,Russia,True,M
Huang Shilin,59.0,29498.58,Energy,Energy,China,True,M
Vagit Alekperov,75.0,29475.06,Energy,Energy,Russia,True,M
Lakshmi Mittal,75.0,29151.47,Metals & Mining,Metals & Mining,India,False,M
Stefan Quandt,59.0,28746.18,Automotive,Automotive,Germany,False,M
François Pinault & family,89.0,28704.83,Fashion & Retail,Fashion & Retail,France,True,M
Susanne Klatten,63.0,28664.33,Automotive,Automotive,Germany,False,F
Aliko Dangote,69.0,28643.73,Manufacturing,Manufacturing,Nigeria,True,M
Leonid Mikhelson & family,70.0,28301.37,Energy,Energy,Russia,True,M
Reinhold Wuerth & family,91.0,27688.36,Manufacturing,Manufacturing,Germany,True,M
Jack Ma,61.0,27639.87,Technology,Technology,China,True,M
Peter Thiel,58.0,27531.39,Finance & Investments,Finance & Investments,United States,True,M
Emmanuel Besnier,55.0,26490.54,Food & Beverage,Food & Beverage,France,False,M
Vicky Safra & family,73.0,26417.9,Finance & Investments,Finance & Investments,Greece,False,F
Cyrus Poonawalla,84.0,26179.47,Healthcare,Healthcare,India,False,M
Rick Cohen & family,73.0,25934.91,Technology,Technology,United States,False,M
Israel Englander,77.0,25766.5,Finance & Investments,Finance & Investments,United States,True,M
Suleiman Kerimov & family,60.0,25662.2,Finance & Investments,Finance & Investments,Russia,True,M
Pham Nhat Vuong,57.0,25634.55,Diversified,Diversified,Vietnam,True,M
Vladimir Lisin,69.0,25532.47,Metals & Mining,Metals & Mining,Russia,True,M
Gina Rinehart,72.0,25235.2,Metals & Mining,Metals & Mining,Australia,False,F
Phil Knight & family,88.0,25156.45,Fashion & Retail,Fashion & Retail,United States,True,M
Dang Yanbao,53.0,25002.83,Metals & Mining,Metals & Mining,China,True,M
Lei Jun,56.0,24707.3,Technology,Technology,China,True,M
Stuart Hoegner,,24700.0,Finance & Investments,Finance & Investments,Canada,True,M
Jay Y. Lee,57.0,24563.79,Technology,Technology,South Korea,False,M
Wang Chuanfu,60.0,24357.99,Automotive,Automotive,China,True,M
Gennady Timchenko,73.0,24165.65,Energy,Energy,Russia,True,M
Christy Walton,77.0,24108.43,Fashion & Retail,Fashion & Retail,United States,False,F
Dilip Shanghvi,70.0,24099.98,Healthcare,Healthcare,India,True,M
Daniel Gilbert,64.0,24076.81,Finance & Investments,Finance & Investments,United States,True,M
Prajogo Pangestu,81.0,23834.81,Diversified,Diversified,Indonesia,True,M
David Tepper,68.0,23687.0,Finance & Investments,Finance & Investments,United States,True,M
Harry Triguboff,93.0,23162.1,Real Estate,Real Estate,Australia,True,M
Steve Cohen,69.0,22978.74,Finance & Investments,Finance & Investments,United States,True,M
Henry Nicholas III,66.0,22966.87,Technology,Technology,United States,True,M
Rupert Murdoch & family,95.0,22794.18,Media & Entertainment,Media & Entertainment,United States,False,M
Diane Hendricks,79.0,22332.9,Construction & Engineering,Construction & Engineering,United States,True,F
Stefan Persson,78.0,22292.64,Fashion & Retail,Fashion & Retail,Sweden,False,M
Stanley Kroenke,78.0,22238.5,Sports,Sports,United States,True,M
Todd Graves,54.0,21983.0,Food & Beverage,Food & Beverage,United States,True,M
Yu Yong,65.0,21840.41,Finance & Investments,Finance & Investments,China,True,M
Eric Li,62.0,21753.08,Automotive,Automotive,China,True,M
Vinod Adani,77.0,21564.64,Diversified,Diversified,Cyprus,True,M
Ernest Garcia II,68.0,21555.48,Automotive,Automotive,United States,True,M
Chen Tianshi,41.0,21269.9,Technology,Technology,China,True,M
John Fredriksen,81.0,21034.42,Logistics,Logistics,Cyprus,True,M
Michael Platt,58.0,20901.0,Finance & Investments,Finance & Investments,United Kingdom,True,M
Kumar Birla,58.0,20827.85,Diversified,Diversified,India,False,M
Prince Alwaleed Bin Talal Alsaud,71.0,20826.38,Finance & Investments,Finance & Investments,Saudi Arabia,True,M
John Doerr,74.0,20632.84,Finance & Investments,Finance & Investments,United States,True,M
Zhong Huijuan,65.0,20618.31,Healthcare,Healthcare,China,True,F
Andrey Melnichenko & family,54.0,20422.09,Metals & Mining,Metals & Mining,Russia,True,M
Renata Kellnerova & family,58.0,19994.65,Finance & Investments,Finance & Investments,Czech Republic,False,F
Kwong Siu-hing,96.0,19946.78,Real Estate,Real Estate,Hong Kong,False,F
Jerry Jones & family,83.0,19873.61,Sports,Sports,United States,True,M
Nancy Walton Laurie,74.0,19842.37,Fashion & Retail,Fashion & Retail,United States,False,F
John Tu,84.0,19822.0,Technology,Technology,United States,True,M
David Sun,74.0,19798.21,Technology,Technology,United States,True,M
Andrew Forrest & family,64.0,19542.14,Metals & Mining,Metals & Mining,Australia,True,M
Philip Anschutz,86.0,19401.0,Finance & Investments,Finance & Investments,United States,False,M
Qin Yinglin,61.0,19289.63,Food & Beverage,Food & Beverage,China,True,M
Lu Xiangyang,63.0,19224.02,Automotive,Automotive,China,True,M
Donald Bren,93.0,19212.09,Real Estate,Real Estate,United States,True,M
Brett Adcock,40.0,19104.43,Technology,Technology,United States,True,M
Takemitsu Takizaki,80.0,18922.79,Manufacturing,Manufacturing,Japan,True,M
Dhanin Chearavanont,87.0,18826.25,Diversified,Diversified,Thailand,False,M
Jorge Paulo Lemann & family,86.0,18823.95,Food & Beverage,Food & Beverage,Brazil,True,M
Beate Heister,75.0,18803.0,Fashion & Retail,Fashion & Retail,Germany,False,F
Karl Albrecht Jr. & family,78.0,18803.0,Fashion & Retail,Fashion & Retail,Germany,False,M
Nik Storonsky,41.0,18750.0,Finance & Investments,Finance & Investments,United Kingdom,True,M
Chen Jianhua,55.0,18628.54,Manufacturing,Manufacturing,China,True,M
Wang Weixiu & family,75.0,18384.85,Manufacturing,Manufacturing,China,True,M
Torstein Hagen,83.0,18230.49,Service,Service,Norway,True,M
James Ratcliffe,73.0,18223.74,Manufacturing,Manufacturing,United Kingdom,True,M
Ludwig Merckle,61.0,18090.4,Finance & Investments,Finance & Investments,Germany,False,M
R. Budi Hartono,86.0,18027.05,Finance & Investments,Finance & Investments,Indonesia,False,M
Charles Ergen,73.0,18006.46,Media & Entertainment,Media & Entertainment,United States,True,M
Edwin Chen,38.0,18000.0,Technology,Technology,United States,True,M
Eric Smidt,66.0,17923.0,Fashion & Retail,Fashion & Retail,United States,True,M
Theo Albrecht Jr & family,75.0,17751.93,Fashion & Retail,Fashion & Retail,Germany,False,M
Nathan Kirsh,94.0,17618.62,Fashion & Retail,Fashion & Retail,Eswatini (Swaziland),True,M
Alejandro Baillères Gual & family,64.0,17588.46,Diversified,Diversified,Mexico,False,M
John Collison,35.0,17490.0,Technology,Technology,Ireland,True,M
Patrick Collison,37.0,17490.0,Technology,Technology,Ireland,True,M
Radhakishan Damani,71.0,17453.6,Fashion & Retail,Fashion & Retail,India,True,M
Low Tuck Kwong,78.0,17430.34,Energy,Energy,Indonesia,True,M
John Menard Jr,86.0,17289.51,Fashion & Retail,Fashion & Retail,United States,True,M
Pei Zhenhua,67.0,17227.6,Energy,Energy,China,True,M
Jan Koum,50.0,17023.05,Technology,Technology,United States,True,M
Stephen Ross,85.0,16982.71,Real Estate,Real Estate,United States,True,M
Arthur Dantchik,68.0,16877.0,Finance & Investments,Finance & Investments,United States,True,M
Sarath Ratanavadi,60.0,16874.31,Energy,Energy,Thailand,True,M
Anders Holch Povlsen,53.0,16685.41,Fashion & Retail,Fashion & Retail,Denmark,False,M
Georg Schaeffler,61.0,16676.82,Automotive,Automotive,Germany,False,M
Wang Wei,55.0,16477.1,Service,Service,China,True,M
Mikhail Fridman,62.0,16440.85,Energy,Energy,Russia,True,M
Brad Jacobs,69.0,16292.67,Logistics,Logistics,United States,True,M
Enrique Razon Jr.,66.0,16084.31,Logistics,Logistics,Philippines,False,M
Peter Mallouk,56.0,16082.0,Finance & Investments,Finance & Investments,United States,True,M
Charlene de Carvalho-Heineken & family,71.0,16075.34,Food & Beverage,Food & Beverage,Netherlands,False,F
George Kaiser,83.0,16033.2,Energy,Energy,United States,False,M
Harold Hamm & family,80.0,16000.0,Energy,Energy,United States,True,M
Zhang Zhidong,54.0,15743.12,Technology,Technology,China,True,M
Zou Zhinong & family,58.0,15540.41,Manufacturing,Manufacturing,China,True,M
Ray Dalio,76.0,15383.97,Finance & Investments,Finance & Investments,United States,True,M
Friedhelm Loh,79.0,15293.29,Manufacturing,Manufacturing,Germany,False,M
Johann Rupert & family,75.0,15292.45,Fashion & Retail,Fashion & Retail,South Africa,False,M
Hussain Sajwani,73.0,15284.97,Real Estate,Real Estate,United Arab Emirates,True,M
Jaime Gilinski Bacal,68.0,15112.37,Finance & Investments,Finance & Investments,Colombia,False,M
Xavier Niel & family,58.0,15088.96,Telecom,Telecom,France,True,M
Barry Lam,77.0,14995.51,Technology,Technology,Taiwan,True,M
Donald Newhouse,96.0,14932.09,Media & Entertainment,Media & Entertainment,United States,False,M
James Dyson,78.0,14925.64,Manufacturing,Manufacturing,United Kingdom,True,M
Shahid Khan,75.0,14882.93,Automotive,Automotive,United States,True,M
Liu Debing,50.0,14845.92,Technology,Technology,China,True,M
Zhou Qunfei & family,,14806.31,Technology,Technology,Hong Kong,True,F
Ann Walton Kroenke,77.0,14560.73,Fashion & Retail,Fashion & Retail,United States,False,F
David Velez & family,44.0,14524.68,Finance & Investments,Finance & Investments,Colombia,True,M
Ralph Lauren & Family,86.0,14500.03,Fashion & Retail,Fashion & Retail,United States,True,M
Alisher Usmanov,72.0,14268.77,Metals & Mining,Metals & Mining,Russia,True,M
Li Shuirong & family,69.0,14246.55,Manufacturing,Manufacturing,China,True,M
Joseph Lau,74.0,14246.24,Real Estate,Real Estate,Hong Kong,True,M
Adam Foroughi,45.0,14210.91,Technology,Technology,United States,True,M
Antonia Ax:son Johnson & family,82.0,14203.65,Diversified,Diversified,Sweden,False,F
Wang Liping & family,60.0,13951.34,Manufacturing,Manufacturing,China,True,M
Hamdi Ulukaya,53.0,13933.39,Food & Beverage,Food & Beverage,Turkey,True,M
Jason Chang,82.0,13927.52,Manufacturing,Manufacturing,Singapore,True,M
Ivan Glasenberg,69.0,13918.81,Metals & Mining,Metals & Mining,Switzerland,True,M
Robert Kuok,102.0,13911.46,Diversified,Diversified,Malaysia,True,M
Sunil Mittal,68.0,13895.16,Telecom,Telecom,India,True,M
Robert Kraft,84.0,13841.58,Sports,Sports,United States,True,M
Andre Esteves,57.0,13814.41,Finance & Investments,Finance & Investments,Brazil,True,M
Dmitri Bukhman,40.0,13560.54,Media & Entertainment,Media & Entertainment,Israel,True,M
Igor Bukhman,44.0,13560.54,Media & Entertainment,Media & Entertainment,Israel,True,M
Laurene Powell Jobs,62.0,13536.72,Technology,Technology,United States,False,F
Jack Dangermond,80.0,13507.18,Technology,Technology,United States,True,M
Peter Woo,79.0,13405.67,Real Estate,Real Estate,Hong Kong,False,M
Zhu Yi,62.0,13303.6,Healthcare,Healthcare,China,True,M
Robert Duggan,82.0,13274.05,Healthcare,Healthcare,United States,True,M
David Reuben,87.0,13245.27,Real Estate,Real Estate,United Kingdom,True,M
Simon Reuben,85.0,13245.27,Diversified,Diversified,United Kingdom,True,M
Dan Cathy,73.0,13236.97,Food & Beverage,Food & Beverage,United States,False,M
Trudy Cathy White,70.0,13236.97,Food & Beverage,Food & Beverage,United States,False,F
Bubba Cathy,72.0,13226.98,Food & Beverage,Food & Beverage,United States,False,M
Edward Johnson IV,61.0,13194.03,Finance & Investments,Finance & Investments,United States,False,M
Ken Fisher,75.0,13154.0,Finance & Investments,Finance & Investments,United States,True,M
J. Christopher Reyes,72.0,13100.0,Food & Beverage,Food & Beverage,United States,True,M
Jude Reyes,70.0,13100.0,Food & Beverage,Food & Beverage,United States,True,M
Uday Kotak,67.0,13058.72,Finance & Investments,Finance & Investments,India,True,M
Abdulsamad Rabiu,65.0,12996.22,Diversified,Diversified,Nigeria,False,M
Wang Laisheng,61.0,12993.61,Technology,Technology,Hong Kong,True,M
Charles Schwab,88.0,12988.18,Finance & Investments,Finance & Investments,United States,True,M
Terry Gou,75.0,12980.62,Technology,Technology,Taiwan,True,M
Richard Kinder,81.0,12834.28,Energy,Energy,United States,True,M
Orlando Bravo,55.0,12834.13,Finance & Investments,Finance & Investments,United States,True,M
Michael Sabel,59.0,12766.4,Energy,Energy,United States,True,M
Robert Pender,72.0,12766.4,Energy,Energy,United States,True,M
George Roberts,82.0,12757.31,Finance & Investments,Finance & Investments,United States,True,M
Joseph Tsai,62.0,12755.25,Technology,Technology,Canada,True,M
Wang Laichun,58.0,12737.53,Technology,Technology,Hong Kong,True,F
Sandra Ortega Mera,57.0,12600.11,Fashion & Retail,Fashion & Retail,Spain,False,F
Sun Piaoyang,67.0,12517.16,Healthcare,Healthcare,China,True,M
David Steward,74.0,12412.19,Technology,Technology,United States,True,M
Alexander Karp,58.0,12380.94,Technology,Technology,United States,True,M
Andrew Beal,73.0,12373.63,Finance & Investments,Finance & Investments,United States,True,M
Li Ping,58.0,12326.44,Energy,Energy,Hong Kong,True,M
Cao Renxian,57.0,12300.32,Energy,Energy,China,True,M
Chris Larsen,65.0,12278.04,Finance & Investments,Finance & Investments,United States,True,M
Hasso Plattner & family,82.0,12277.58,Technology,Technology,Germany,True,M
Yuan Fugen & family,75.0,12241.61,Manufacturing,Manufacturing,China,True,M
Wang Ning & family,39.0,12188.85,Media & Entertainment,Media & Entertainment,China,True,M
Leon Black,74.0,12142.01,Finance & Investments,Finance & Investments,United States,True,M
Vinod Khosla,71.0,12105.24,Technology,Technology,United States,True,M
Francine von Finck & family,81.0,12022.4,Finance & Investments,Finance & Investments,Germany,False,F
Anthoni Salim,76.0,11997.76,Diversified,Diversified,Indonesia,False,M
Bruce Cheng,89.0,11997.35,Technology,Technology,Taiwan,True,M
Viatcheslav Kantor,72.0,11953.66,Manufacturing,Manufacturing,Russia,True,M
Alexander Gerko,46.0,11943.92,Finance & Investments,Finance & Investments,United Kingdom,True,M
Pierre Omidyar,58.0,11933.48,Technology,Technology,United States,True,M
James Goodnight,83.0,11890.35,Technology,Technology,United States,True,M
Jim Pattison,97.0,11837.49,Diversified,Diversified,Canada,True,M
Christopher Hohn,59.0,11830.0,Finance & Investments,Finance & Investments,United Kingdom,True,M
Kushal Pal Singh,94.0,11780.38,Real Estate,Real Estate,India,False,M
Henry Kravis,82.0,11728.64,Finance & Investments,Finance & Investments,United States,True,M
Marijke Mars,61.0,11685.94,Food & Beverage,Food & Beverage,United States,False,F
Pamela Mars,65.0,11685.94,Food & Beverage,Food & Beverage,United States,False,F
Valerie Mars,67.0,11685.94,Food & Beverage,Food & Beverage,United States,False,F
Victoria Mars,69.0,11685.94,Food & Beverage,Food & Beverage,United States,False,F
Michael Federmann & family,82.0,11633.58,Technology,Technology,Israel,True,M
Ernesto Bertarelli,60.0,11539.6,Healthcare,Healthcare,Switzerland,False,M
Finn Rausing,71.0,11523.61,Food & Beverage,Food & Beverage,Sweden,False,M
Jorn Rausing,66.0,11515.17,Food & Beverage,Food & Beverage,Sweden,False,M
Kirsten Rausing,73.0,11515.17,Food & Beverage,Food & Beverage,Sweden,False,F
Liang Wenfeng,41.0,11500.0,Technology,Technology,China,True,M
Vikram Lal & family,84.0,11487.28,Automotive,Automotive,India,False,M
Dan Friedkin,61.0,11427.53,Automotive,Automotive,United States,False,M
Wei Jianjun & family,62.0,11385.65,Automotive,Automotive,China,True,M
Tilman Fertitta,68.0,11336.67,Food & Beverage,Food & Beverage,United States,True,M
Zhang Hejun,74.0,11284.94,Manufacturing,Manufacturing,China,True,M
Nadia Thiele & family,50.0,11281.51,Finance & Investments,Finance & Investments,Germany,False,F
Charlie Mills,64.0,11275.86,Healthcare,Healthcare,United States,False,M
Liu Yongxing,77.0,11265.73,Service,Service,China,True,M
Rafael Del Pino,67.0,11227.2,Construction & Engineering,Construction & Engineering,Spain,False,M
Juan Carlos Escotet,66.0,11227.11,Finance & Investments,Finance & Investments,Venezuela,True,M
Andreas Struengmann & family,76.0,11215.1,Healthcare,Healthcare,Germany,True,M
Thomas Struengmann & family,76.0,11215.1,Healthcare,Healthcare,Germany,True,M
Charoen Sirivadhanabhakdi & family,81.0,11211.23,Food & Beverage,Food & Beverage,Thailand,True,M
Elizabeth Johnson,62.0,11208.72,Finance & Investments,Finance & Investments,United States,False,F
Charles Butt,88.0,11136.6,Fashion & Retail,Fashion & Retail,United States,False,M
John Malone,85.0,11121.0,Media & Entertainment,Media & Entertainment,United States,True,M
Ravi Jaipuria,71.0,11087.98,Food & Beverage,Food & Beverage,India,False,M
Qi Shi & family,56.0,11084.98,Technology,Technology,China,True,M
Gabe Newell,63.0,11033.6,Media & Entertainment,Media & Entertainment,United States,True,M
Carrie Perrodo & family,75.0,11028.48,Energy,Energy,France,False,F
Gong Hongjia & family,61.0,11027.78,Finance & Investments,Finance & Investments,Hong Kong,True,M
Anthony Pratt,66.0,11021.41,Manufacturing,Manufacturing,Australia,False,M
Mikhail Prokhorov,60.0,10989.36,Finance & Investments,Finance & Investments,Russia,True,M
Mark Stevens,66.0,10968.65,Finance & Investments,Finance & Investments,United States,True,M
Sulaiman Al Habib,74.0,10948.87,Healthcare,Healthcare,Saudi Arabia,True,M
Riley Bechtel & family,74.0,10889.14,Construction & Engineering,Construction & Engineering,United States,False,M
Johann Graf,79.0,10865.36,Gambling & Casinos,Gambling & Casinos,Austria,True,M
Carl Cook,63.0,10832.49,Healthcare,Healthcare,United States,False,M
Ramzi Musallam,57.0,10784.0,Finance & Investments,Finance & Investments,United States,True,M
Andrei Guryev & family,66.0,10772.91,Manufacturing,Manufacturing,Russia,True,M
Lin Muqin & family,62.0,10764.96,Food & Beverage,Food & Beverage,China,True,M
Francesco Gaetano Caltagirone,83.0,10761.71,Construction & Engineering,Construction & Engineering,Italy,True,M
Jeffery Hildebrand,67.0,10716.34,Energy,Energy,United States,True,M
Thomas Schmidheiny,80.0,10640.14,Construction & Engineering,Construction & Engineering,Switzerland,False,M
German Khan,64.0,10606.4,Energy,Energy,Russia,True,M
Nicky Oppenheimer & family,80.0,10583.5,Metals & Mining,Metals & Mining,South Africa,False,M
Sherry Brydson,80.0,10570.03,Media & Entertainment,Media & Entertainment,Canada,False,F
Arthur Blank,83.0,10538.17,Sports,Sports,United States,True,M
Martin Lorentzon,57.0,10454.61,Technology,Technology,Sweden,True,M
Douglas Leone,68.0,10409.4,Finance & Investments,Finance & Investments,United States,True,M
Randa Duncan Williams,64.0,10396.01,Energy,Energy,United States,False,F
Jimmy Haslam,72.0,10335.12,Fashion & Retail,Fashion & Retail,United States,False,M
Leonid Fedun,70.0,10330.66,Energy,Energy,Russia,True,M
Dannine Avara,62.0,10324.05,Energy,Energy,United States,False,F
Zhou Chaonan,65.0,10316.02,Manufacturing,Manufacturing,China,True,F
Fernando Roberto Moreira Salles,79.0,10311.57,Diversified,Diversified,Brazil,False,M
Milane Frantz,56.0,10310.91,Energy,Energy,United States,False,F
Ernest Garcia III,43.0,10296.87,Automotive,Automotive,United States,False,M
Theo Mueller,86.0,10283.94,Food & Beverage,Food & Beverage,Germany,False,M
Magdalena Martullo-Blocher,57.0,10192.61,Manufacturing,Manufacturing,Switzerland,False,F
Karel Komarek,57.0,10179.29,Gambling & Casinos,Gambling & Casinos,Czech Republic,True,M
Lin Bin,58.0,10161.53,Technology,Technology,United States,True,M
Pang Kang,70.0,10128.06,Food & Beverage,Food & Beverage,China,True,M
Luis Carlos Sarmiento,93.0,10100.18,Finance & Investments,Finance & Investments,Colombia,True,M
Chen Tao & family,54.0,10075.69,Technology,Technology,China,True,M
Tom Gores,61.0,10055.6,Finance & Investments,Finance & Investments,United States,True,M
Pierre Chen,69.0,10049.65,Technology,Technology,Taiwan,True,M
Daniel Kretinsky,50.0,10048.59,Energy,Energy,Czech Republic,True,M
Robert F. Smith,63.0,10044.7,Finance & Investments,Finance & Investments,United States,True,M
Scott Duncan,43.0,10028.22,Energy,Energy,United States,False,M
Vincent Bolloré & family,74.0,10028.2,Finance & Investments,Finance & Investments,France,False,M
David Cheriton,75.0,9966.84,Technology,Technology,Canada,True,M
Dustin Moskovitz,41.0,9950.8,Technology,Technology,United States,True,M
Michael Kim,62.0,9948.45,Finance & Investments,Finance & Investments,United States,True,M
Josh Harris,61.0,9947.16,Finance & Investments,Finance & Investments,United States,True,M
Blair Parry-Okeden,75.0,9922.47,Media & Entertainment,Media & Entertainment,United States,False,F
Harry Stine & family,84.0,9891.0,Food & Beverage,Food & Beverage,United States,True,M
Tobi Lutke,45.0,9889.59,Technology,Technology,Canada,True,M
Jim Kennedy,78.0,9873.73,Media & Entertainment,Media & Entertainment,United States,False,M
Li Xiting,75.0,9848.24,Healthcare,Healthcare,Singapore,True,M
Tahir & family,74.0,9820.22,Diversified,Diversified,Indonesia,True,M
Graeme Hart,70.0,9820.19,Finance & Investments,Finance & Investments,New Zealand,True,M
Antony Ressler,65.0,9816.4,Finance & Investments,Finance & Investments,United States,True,M
Micky Arison,76.0,9815.48,Service,Service,United States,False,M
Viktor Vekselberg,69.0,9801.28,Diversified,Diversified,Russia,True,M
Pauline MacMillan Keinath,92.0,9781.15,Food & Beverage,Food & Beverage,United States,False,F
Liang Wengen,69.0,9768.98,Manufacturing,Manufacturing,China,True,M
Iskander Makhmudov,62.0,9733.57,Metals & Mining,Metals & Mining,Russia,True,M
Juan Roig,76.0,9674.5,Fashion & Retail,Fashion & Retail,Spain,False,M
Fredrik Lundberg,74.0,9603.44,Real Estate,Real Estate,Sweden,False,M
Michael Rubin,53.0,9592.38,Fashion & Retail,Fashion & Retail,United States,True,M
Pedro Moreira Salles,66.0,9522.0,Diversified,Diversified,Brazil,False,M
Georg Stumpf,53.0,9517.63,Diversified,Diversified,Austria,True,M
Carl Bennet,74.0,9496.69,Finance & Investments,Finance & Investments,Sweden,True,M
Yi Zheng,55.0,9481.58,Technology,Technology,China,True,M
Anthony Bamford & family,80.0,9473.18,Construction & Engineering,Construction & Engineering,United Kingdom,False,M
Murali Divi & family,75.0,9441.16,Healthcare,Healthcare,India,True,M
Yan Junjie,37.0,9439.49,Technology,Technology,China,True,M
Daniel Ek,43.0,9395.85,Technology,Technology,Sweden,True,M
Wu Jianshu,62.0,9357.32,Automotive,Automotive,Hong Kong,True,M
Ken Langone,90.0,9351.07,Finance & Investments,Finance & Investments,United States,True,M
Law Kar Po,77.0,9351.01,Real Estate,Real Estate,Hong Kong,False,M
Roman Abramovich & family,59.0,9345.62,Diversified,Diversified,Russia,True,M
Viktor Rashnikov,77.0,9307.8,Manufacturing,Manufacturing,Russia,True,M
Terrence Pegula,75.0,9287.0,Energy,Energy,United States,True,M
Zhang Xuexin & family,78.0,9276.29,Metals & Mining,Metals & Mining,China,True,M
David Geffen,83.0,9263.4,Media & Entertainment,Media & Entertainment,United States,True,M
Jean-Michel Besnier,58.0,9261.19,Food & Beverage,Food & Beverage,France,False,M
Marie Besnier Beauvalot,45.0,9261.19,Food & Beverage,Food & Beverage,France,False,F
Todd Boehly,52.0,9254.0,Finance & Investments,Finance & Investments,United States,True,M
Nassef Sawiris,65.0,9231.28,Construction & Engineering,Construction & Engineering,Egypt,False,M
Les Wexner & family,88.0,9227.79,Fashion & Retail,Fashion & Retail,United States,True,M
Maria Asuncion Aramburuzabala & family,62.0,9206.75,Food & Beverage,Food & Beverage,Mexico,False,F
John Morris,78.0,9145.94,Fashion & Retail,Fashion & Retail,United States,True,M
Brian Chesky,44.0,9113.5,Technology,Technology,United States,True,M
Rajan Mittal,66.0,9091.41,Telecom,Telecom,India,False,M
Rakesh Mittal,70.0,9067.49,Telecom,Telecom,India,False,M
Bruce Kovner,81.0,9045.7,Finance & Investments,Finance & Investments,United States,True,M
You Xiaoping & family,68.0,9030.86,Manufacturing,Manufacturing,China,True,M
Elisabeth DeLuca & family,78.0,9028.44,Food & Beverage,Food & Beverage,United States,False,F
Lee Boo-jin,55.0,9005.95,Technology,Technology,South Korea,False,F
Eric Wittouck,79.0,9000.0,Finance & Investments,Finance & Investments,Belgium,False,M
Jeff Greene,71.0,8995.09,Real Estate,Real Estate,United States,True,M
Odd Reitan & family,74.0,8993.56,Fashion & Retail,Fashion & Retail,Norway,False,M
Chen Dongsheng,68.0,8972.89,Finance & Investments,Finance & Investments,China,True,M
William Ackman,59.0,8970.79,Finance & Investments,Finance & Investments,United States,True,M
Pavel Tykac,61.0,8929.07,Metals & Mining,Metals & Mining,Czech Republic,True,M
Patrick Soon-Shiong,73.0,8851.61,Healthcare,Healthcare,United States,True,M
David Shaw,75.0,8823.0,Finance & Investments,Finance & Investments,United States,True,M
Wang Yusuo & family,62.0,8761.36,Energy,Energy,China,True,M
Zeng Fangqin,60.0,8760.61,Technology,Technology,Hong Kong,True,F
Frank Lowy,95.0,8750.29,Finance & Investments,Finance & Investments,Australia,True,M
Yuri Milner,64.0,8689.6,Finance & Investments,Finance & Investments,Israel,True,M
Lynsi Snyder,43.0,8665.5,Food & Beverage,Food & Beverage,United States,False,F
Sri Prakash Lohia,73.0,8664.95,Manufacturing,Manufacturing,Indonesia,False,M
Nathan Blecharczyk,42.0,8640.84,Technology,Technology,United States,True,M
Otto Toto Sugiri,72.0,8628.87,Technology,Technology,Indonesia,True,M
Xu Gaoming,61.0,8625.31,Fashion & Retail,Fashion & Retail,China,True,M
Lin Li,62.0,8614.09,Finance & Investments,Finance & Investments,China,True,M
Lee Seo-hyun,52.0,8597.58,Technology,Technology,South Korea,False,F
Neil Bluhm,88.0,8568.61,Real Estate,Real Estate,United States,True,M
Azim Premji,80.0,8568.3,Technology,Technology,India,False,M
Robert Rowling,72.0,8513.96,Service,Service,United States,False,M
Justin Sun,35.0,8500.0,Finance & Investments,Finance & Investments,St. Kitts and Nevis,True,M
Denise York & family,75.0,8468.7,Sports,Sports,United States,False,F
Michael Dorrell,52.0,8467.0,Finance & Investments,Finance & Investments,United States,True,M
Kjell Inge Rokke,67.0,8464.81,Logistics,Logistics,Norway,True,M
Yitzhak Tshuva,77.0,8457.46,Real Estate,Real Estate,Israel,True,M
Massimiliana Landini Aleotti & family,83.0,8456.11,Healthcare,Healthcare,Italy,False,F
Laurent Dassault,72.0,8450.08,Diversified,Diversified,France,False,M
Stephen Bisciotti,66.0,8410.65,Sports,Sports,United States,True,M
Tamara Gustavson,64.0,8405.11,Service,Service,United States,False,F
Jean Salata,60.0,8397.32,Finance & Investments,Finance & Investments,Chile,True,M
Alexandra Schoerghuber & family,67.0,8391.87,Real Estate,Real Estate,Germany,False,F
Marie-Hélène Habert-Dassault,61.0,8383.24,Diversified,Diversified,France,False,F
