name,age,net_worth_million_usd,industries,country,self_made,gender
Yao Kuizhang,61,1996.61,Food & Beverage,China,True,M
Edir Macedo & family,81,1996.01,Media & Entertainment,Brazil,True,M
Gregg Hymowitz,60,1996.0,Finance & Investments,United States,True,M
Carsten Maschmeyer,66,1995.7,Finance & Investments,Germany,True,M
Mehmet Ali Aydinlar,69,1993.29,Healthcare,Turkey,True,M
Nicholas Howley,64,1992.12,Manufacturing,United States,True,M
Pan Dong,61,1989.35,Fashion & Retail,Canada,True,F
Willis Johnson,78,1989.08,Automotive,United States,True,M
Philippe Ginestet & family,72,1988.77,Fashion & Retail,France,True,M
Michelle Zatlyn,46,1988.52,Technology,Canada,True,F
Roberto Angelini Rossi,77,1987.36,Diversified,Chile,False,M
Gundbert Scherf,44,1986.44,Technology,Germany,True,M
Niklas Köhler,34,1986.44,Technology,Germany,True,M
Torsten Reil,52,1986.44,Technology,Germany,True,M
Joe Rogers Jr,79,1984.0,Food & Beverage,United States,False,M
Alexander Ramlie,53,1983.6,Metals & Mining,Indonesia,True,M
Robert Miller,92,1983.23,Fashion & Retail,United Kingdom,True,M
Vasily Shikin,41,1981.29,Technology,United States,True,M
Koo Kwang-mo,48,1981.1,Diversified,South Korea,False,M
Amjad Masad,65,1980.0,Technology,United States,True,M
Peter Sperling,66,1980.0,Service,United States,False,M
Amy Wyss,55,1979.0,Healthcare,United States,False,F
Zhou Yahui,49,1975.76,Media & Entertainment,China,True,M
Sefik Yilmaz Dizdar,88,1974.3,Fashion & Retail,Turkey,True,M
Hiroshi Ishibashi,79,1974.11,Automotive,Japan,False,M
Farris Wilks,74,1973.96,Energy,United States,True,M
Richard Desmond,74,1972.1,Media & Entertainment,United Kingdom,True,M
Huang Zhenda & family,78,1970.26,Construction & Engineering,China,True,M
Alfred Oetker,59,1964.68,Fashion & Retail,Germany,False,M
Carl Ferdinand Oetker,53,1964.68,Fashion & Retail,Germany,False,M
David Fattal & family,68,1964.54,Service,Israel,True,M
Gan Zhongru,77,1963.13,Healthcare,China,True,M
Alfons Doblinger,82,1961.91,Real Estate,Germany,True,M
John Van Lieshout,80,1961.63,Real Estate,Australia,True,M
Gao Jifan & family,61,1960.95,Energy,China,True,M
Gary Fegel,52,1960.0,Metals & Mining,Switzerland,True,M
Xu Chuanhua & family,91,1958.13,Manufacturing,China,True,M
Wenaas Lars,75,1957.17,Service,Norway,True,M
Ruslan Rahimkulov,47,1957.06,Diversified,Russia,False,M
Richard Fortin,77,1956.28,Fashion & Retail,Canada,True,M
Stéphane Bancel,53,1955.14,Healthcare,France,True,M
Geoffrey Palmer,75,1952.45,Real Estate,United States,True,M
Evan Williams,54,1952.0,Technology,United States,True,M
William Koch,85,1951.0,Energy,United States,False,M
Christopher Goldsbury,83,1950.59,Food & Beverage,United States,False,M
Lin Xiucheng & family,70,1948.64,Technology,China,True,M
Gerda Tschira,82,1948.07,Technology,Germany,False,F
Harald Tschira,51,1948.07,Technology,Germany,False,M
Udo Tschira,56,1948.07,Technology,Germany,False,M
Pawan Munjal,71,1948.05,Automotive,India,False,M
John Hancock,50,1946.75,Metals & Mining,Australia,False,M
Peter Lim,72,1944.76,Finance & Investments,Singapore,True,M
Giammaria Giuliani,48,1941.88,Healthcare,Switzerland,False,M
P.P. Reddy,68,1938.02,Construction & Engineering,India,True,M
Zhao Ding,36,1937.99,Food & Beverage,China,True,M
Zhang Xiaojuan,56,1937.94,Logistics,China,True,F
Sue Gross,76,1937.37,Finance & Investments,United States,False,F
Boris Zingarevich,66,1934.86,Diversified,Russia,True,M
Ginia Rinehart,39,1933.87,Metals & Mining,Australia,False,F
Holger Loclair,75,1933.86,Manufacturing,Germany,True,M
Airat Shaimiev,64,1931.65,Energy,Russia,True,M
Xu Shugen,60,1931.58,Manufacturing,China,True,M
Li Jinyang,43,1929.92,Metals & Mining,China,False,F
Cristina Junqueira,43,1929.84,Finance & Investments,Brazil,True,F
Conni Jonsson,65,1928.54,Finance & Investments,Sweden,True,M
Yeh Kuo-I,85,1927.61,Manufacturing,Taiwan,True,M
Li Weiguo,61,1925.23,Manufacturing,China,True,M
Sun Mengquan & family,76,1922.86,Food & Beverage,China,True,M
Asok Kumar Hiranandani,71,1922.08,Real Estate,Singapore,False,M
Bianca Rinehart,49,1919.74,Metals & Mining,Australia,False,F
Hope Welker,40,1919.74,Metals & Mining,Australia,False,F
Sandro Veronesi & family,66,1919.49,Fashion & Retail,Italy,True,M
Massimo Moratti,80,1919.49,Energy,Italy,False,M
Alberto Prada,72,1918.22,Fashion & Retail,Italy,False,M
Marina Prada,80,1918.22,Fashion & Retail,Italy,False,F
Joseph Bae,54,1917.47,Finance & Investments,United States,True,M
Xue Xiangdong & family,67,1915.59,Technology,China,True,M
Raymond Kwok,73,1915.35,Real Estate,Hong Kong,False,M
Ralph Winterhalter,48,1914.0,Manufacturing,Germany,True,M
Daniel Chiu,65,1912.87,Energy,Hong Kong,True,M
Oleg Boyko,61,1912.24,Diversified,Russia,True,M
Lesley Bamberger,60,1911.6,Real Estate,Netherlands,False,M
Zhang Xingang,65,1905.47,Technology,United States,True,M
Thomas Eisert,33,1904.65,Manufacturing,Germany,False,M
Lai Shixian,51,1904.41,Fashion & Retail,China,True,M
Meng Qingshan & family,77,1902.09,Manufacturing,China,True,M
Pham Thuy Hang,51,1900.38,Diversified,Vietnam,True,F
Charlwin Mao,41,1900.0,Fashion & Retail,China,True,M
Eric Glyman,35,1900.0,Finance & Investments,United States,True,M
Gene Lee,35,1900.0,Finance & Investments,United States,True,M
Karim Atiyeh,36,1900.0,Finance & Investments,United States,True,M
Miranda Qu,41,1900.0,Fashion & Retail,China,True,F
John Goff,70,1899.85,Real Estate,United States,True,M
Noubar Afeyan,63,1897.62,Healthcare,United States,True,M
Elisabeth Douglas,84,1897.3,Diversified,Sweden,False,F
Diona Teh Li Shian,65,1896.64,Finance & Investments,Malaysia,False,F
Lillian Teh Li Ming,65,1896.64,Finance & Investments,Malaysia,False,F
Lillyn Teh Li Hua,65,1896.64,Finance & Investments,Malaysia,False,F
William Teh Lee Pang,65,1896.64,Finance & Investments,Malaysia,False,M
Leo Huang,75,1894.8,Manufacturing,Taiwan,True,M
Jane Lauder,53,1894.41,Fashion & Retail,United States,False,F
Barbara Benetton,56,1894.07,Fashion & Retail,Italy,False,F
Viren Doshi,57,1890.26,Energy,India,False,M
Hui Wing Mau,75,1889.65,Real Estate,Hong Kong,True,M
Kim Kardashian,45,1885.0,Fashion & Retail,United States,True,F
Peter Jackson,64,1884.69,Media & Entertainment,New Zealand,True,M
Pavan Jain,74,1883.41,Manufacturing,India,False,M
Koo Bon-sik,67,1881.47,Technology,South Korea,False,M
Timur Rahimkulov,49,1881.18,Diversified,Russia,False,M
Stephen Rubin & family,89,1880.86,Fashion & Retail,United Kingdom,False,M
Marc Andreessen,54,1880.44,Finance & Investments,United States,True,M
Girdhari Lal Bawri,78,1878.52,Healthcare,India,True,M
Joop van den Ende,84,1877.78,Media & Entertainment,Netherlands,True,M
Yasuhiro Fukushima,78,1877.51,Media & Entertainment,Japan,True,M
Emre Tezmen,53,1875.9,Finance & Investments,Turkey,True,M
Peng Hao,58,1875.38,Manufacturing,China,True,M
Terry Taylor,75,1875.2,Automotive,United States,True,M
Martine Rothblatt,71,1874.49,Healthcare,United States,True,F
Abbas Sajwani,26,1874.27,Real Estate,United Arab Emirates,False,M
Zbigniew Juroszek & family,63,1874.26,Diversified,Poland,True,M
Wang Wenmo,69,1873.1,Fashion & Retail,China,True,M
Itzhak Ezratti & family,73,1872.51,Real Estate,United States,True,M
Giovanni Arvedi,88,1871.9,Metals & Mining,Italy,True,M
Zakhar Smushkin,64,1870.68,Diversified,Russia,True,M
Raamdeo Agrawal,69,1869.32,Finance & Investments,India,True,M
Rubén Coppel Luken,76,1869.3,Fashion & Retail,Mexico,False,M
Alex Shevchenko,46,1869.0,Technology,Canada,True,M
Max Lytvyn,46,1869.0,Technology,Canada,True,M
Yin Yee Lee,74,1868.31,Manufacturing,China,True,M
James Tisch,73,1868.3,Diversified,United States,False,M
Li Rucheng,74,1867.97,Fashion & Retail,China,True,M
Masateru Uno & family,79,1866.88,Fashion & Retail,Japan,True,M
Suman Munjal,73,1866.87,Automotive,India,False,M
Hu Yangzhong,61,1865.03,Technology,China,True,M
Ruan Hongliang,65,1864.57,Manufacturing,China,True,M
Barbara Berlusconi,41,1864.03,Media & Entertainment,Italy,False,F
Eleonora Berlusconi,39,1864.03,Media & Entertainment,Italy,False,F
Luigi Berlusconi,37,1864.03,Media & Entertainment,Italy,False,M
Samir Mane,58,1861.09,Diversified,Albania,True,M
Juan Domingo Beckmann Legorreta & family,58,1859.71,Food & Beverage,Mexico,False,M
Renu Munjal,71,1859.22,Automotive,India,False,F
Mario Moretti Polegato & family,73,1857.75,Fashion & Retail,Italy,True,M
Stephane Courbit,60,1857.16,Media & Entertainment,France,True,M
Alan Zekelman,63,1856.0,Manufacturing,Canada,False,M
Mark Attanasio,68,1855.3,Finance & Investments,United States,True,M
James Leininger,81,1852.04,Healthcare,United States,True,M
Jean-Pierre Cayard & family,83,1851.36,Food & Beverage,France,False,M
Jeff T. Green,49,1850.93,Media & Entertainment,United States,True,M
Philip O'Doherty,65,1850.0,Technology,Ireland,True,M
Christoph Henkel,68,1849.36,Fashion & Retail,Germany,False,M
Carlie Irsay-Gordon,45,1848.6,Sports,United States,False,F
Casey Foyt,43,1848.6,Sports,United States,False,F
Kalen Jackson,38,1848.6,Sports,United States,False,F
Jose Maria Aristrain,63,1848.43,Metals & Mining,Spain,False,M
Bennett Rosenthal,62,1846.05,Finance & Investments,United States,True,M
Alexander Isaev,50,1843.3,Energy,Russia,True,M
John Oyler,58,1840.2,Healthcare,United States,True,M
Stanley Hubbard,92,1838.91,Media & Entertainment,United States,False,M
Cao Kejian,64,1837.62,Manufacturing,China,True,M
Christoffel Wiese,84,1836.81,Fashion & Retail,South Africa,True,M
Duncan MacMillan,88,1834.0,Finance & Investments,United States,True,M
Bambang Sutantio,67,1833.51,Food & Beverage,Indonesia,True,M
Zong Yanmin,61,1831.45,Manufacturing,China,True,M
Anju Agarwal,58,1831.1,Healthcare,India,False,F
Artem Khachatryan,51,1831.0,Fashion & Retail,Russia,True,M
Sergei Katsiev,68,1827.63,Fashion & Retail,Russia,True,M
Michael Minhong Yu,64,1826.53,Service,China,True,M
Helena Revoredo & family,79,1826.28,Service,Spain,False,F
Kwee Liong Keng,80,1825.71,Real Estate,Singapore,False,M
Kwee Liong Phing,68,1825.71,Real Estate,Singapore,False,M
Kwee Liong Seen,73,1825.71,Real Estate,Singapore,False,M
Kwee Liong Tek,79,1825.71,Real Estate,Singapore,False,M
Girdhari Jaisinghani,81,1824.25,Manufacturing,India,False,M
Xu Yingzhuo,58,1823.96,Food & Beverage,China,True,M
Eduardo Voigt Schwartz,36,1823.92,Manufacturing,Brazil,False,M
Mariana Voigt Schwartz Gomes,40,1823.92,Manufacturing,Brazil,False,F
Banwari Lal Bawri,73,1823.38,Healthcare,India,True,M
Chang Jianming & family,61,1822.47,Manufacturing,China,True,M
Zsolt Felcsuti,54,1820.96,Manufacturing,Hungary,True,M
Youssef Mansour,80,1817.0,Diversified,Egypt,True,M
Said Gutseriev,38,1815.08,Energy,Russia,False,M
Satish Mehta,75,1814.63,Healthcare,India,True,M
Surjit Kumar Gupta,84,1810.9,Manufacturing,India,False,M
Bernd Freier,69,1810.45,Fashion & Retail,Germany,True,M
Marius Nacht,60,1810.25,Technology,Israel,True,M
Wu Cheng,41,1809.47,Metals & Mining,China,True,M
Sebastian Kulczyk,45,1807.46,Finance & Investments,Poland,False,M
Mochtar Riady & family,96,1806.58,Diversified,Indonesia,True,M
Harvey Jones,73,1806.07,Technology,United States,True,M
Liu Gexin & family,74,1803.85,Healthcare,China,True,M
Saroj Rani Gupta,75,1803.72,Manufacturing,India,True,F
Michael Patterson,51,1803.17,Finance & Investments,United States,True,M
Scot French,55,1803.17,Finance & Investments,United States,True,M
Alexander Tkachev,65,1802.68,Food & Beverage,Russia,True,M
Shao Qinxiang,71,1802.57,Manufacturing,China,True,M
Li Qiong,48,1801.7,Media & Entertainment,China,False,F
Grigory Berezkin,59,1800.55,Energy,Russia,True,M
Arthur Mensch,33,1800.0,Technology,France,True,M
Brian Higgins,61,1800.0,Finance & Investments,United States,True,M
Gerry Cardinale,58,1800.0,Finance & Investments,United States,True,M
Guillaume Lample,35,1800.0,Technology,France,True,M
O. Francis Biondi,61,1800.0,Finance & Investments,United States,True,M
Timothy Dunn & family,70,1800.0,Energy,United States,True,M
Timothée Lacroix,34,1800.0,Technology,France,True,M
JB Straubel,50,1798.7,Automotive,United States,True,M
Walter Kortschak,66,1797.7,Finance & Investments,United States,True,M
Larry Culp,63,1795.96,Manufacturing,United States,True,M
Alexander Knauf,51,1791.31,Manufacturing,Germany,False,M
Michael Arougheti,53,1791.17,Finance & Investments,United States,True,M
Alan Miller & family,88,1790.33,Healthcare,United States,True,M
Radik Shaimiev,61,1786.8,Energy,Russia,True,M
Charlotte Colket Weber,83,1784.46,Food & Beverage,United States,False,F
Mitchell Jacobson,75,1783.95,Service,United States,False,M
Mrudula Parekh,78,1782.67,Manufacturing,India,False,F
Andrew Tan,74,1782.45,Diversified,Philippines,True,M
Chow Shing Yuk,47,1781.0,Logistics,Hong Kong,True,M
Melissa Ma,65,1779.51,Technology,China,True,F
Alberto Coppel Luken,74,1775.85,Fashion & Retail,Mexico,False,M
José Coppel Luken,67,1775.85,Fashion & Retail,Mexico,False,M
Horst Wortmann & family,84,1774.99,Fashion & Retail,Germany,True,M
Yang Qiumei,61,1771.85,Technology,Hong Kong,False,F
James France,81,1771.44,Sports,United States,False,M
Anna Maria Braun,47,1771.44,Healthcare,Germany,False,F
Johanna Braun,46,1771.44,Healthcare,Germany,False,F
Karl Friedrich Braun,43,1771.44,Healthcare,Germany,False,M
Lee Jay-hyun,66,1769.4,Diversified,South Korea,False,M
Park Dong-suk,64,1765.94,Manufacturing,South Korea,True,M
Amnon Shashua,65,1765.2,Automotive,Israel,True,M
Timothy Boyle,76,1764.27,Fashion & Retail,United States,True,M
Gary Michelson,77,1764.1,Healthcare,United States,True,M
Chen Wenyuan & family,58,1761.8,Technology,China,True,M
Christine Franken & family,81,1761.01,Healthcare,Germany,False,F
Ulrike Baro,76,1761.01,Healthcare,Germany,False,F
Lei Jufang,73,1760.84,Healthcare,China,True,F
Albert Shigaboutdinov,73,1759.71,Diversified,Russia,True,M
Ricardo Villela Marino,52,1759.48,Finance & Investments,Brazil,False,M
Cargill MacMillan III,66,1758.74,Food & Beverage,United States,False,M
John MacMillan,76,1758.74,Food & Beverage,United States,False,M
Martha MacMillan,74,1758.74,Food & Beverage,United States,False,F
William MacMillan,71,1758.74,Food & Beverage,United States,False,M
Will Adderley,54,1758.7,Fashion & Retail,United Kingdom,False,M
Pia Hollweg-Vajen,51,1758.59,Manufacturing,Germany,False,F
Rodolfo Villela Marino,50,1757.93,Finance & Investments,Brazil,False,M
Kai-Uwe Hollweg,60,1757.42,Manufacturing,Germany,False,M
Rustem Sulteev,72,1756.21,Energy,Russia,True,M
Carmen Riu Guell,71,1755.56,Service,Spain,False,F
Luis Riu,66,1755.56,Real Estate,Spain,False,M
Maike Oberwelland-Height,62,1755.4,Food & Beverage,Germany,False,F
Pavel Demidov & family,57,1751.33,Food & Beverage,Russia,True,M
Fumio Kaneko,69,1751.12,Service,Japan,True,M
Donald Friese,85,1750.0,Manufacturing,United States,True,M
Mati Staniszewski,31,1750.0,Technology,Poland,True,M
Piotr Dabkowski,31,1750.0,Technology,Poland,True,M
Adam Forste,48,1749.76,Diversified,United States,True,M
Kevin Marchetti,48,1749.76,Diversified,United States,True,M
Alexander Diehl,47,1743.4,Manufacturing,Germany,False,M
Carla Diehl,36,1743.4,Manufacturing,Germany,False,F
Konstantin Diehl,33,1743.4,Manufacturing,Germany,False,M
Laura Diehl,37,1743.4,Manufacturing,Germany,False,F
Markus Diehl,42,1743.4,Manufacturing,Germany,False,M
Stephanie Haas,44,1743.4,Manufacturing,Germany,False,F
Keith Bentley & family,67,1743.13,Technology,United States,True,M
William Fisher,69,1738.7,Fashion & Retail,United States,False,M
Tian Ming,72,1738.32,Technology,China,True,M
James Scapa,69,1732.77,Technology,United States,True,M
Zhang Shilong & family,60,1732.11,Technology,China,True,M
Wang Xicheng & family,77,1729.07,Manufacturing,China,True,M
Igor Khudokormov,57,1728.84,Food & Beverage,Russia,True,M
Zhong Ruonong & family,63,1728.0,Manufacturing,China,True,F
Gretel Packer,60,1727.6,Finance & Investments,Australia,False,F
Zhang Yin,69,1727.18,Manufacturing,China,True,F
Hal Steinbrenner,57,1727.15,Sports,United States,False,M
Jennifer Steinbrenner Swindal,66,1727.15,Sports,United States,False,F
Jessica Steinbrenner,62,1727.15,Sports,United States,False,F
Faisal Bin Qassim Al Thani,78,1726.88,Diversified,Qatar,True,M
Li Weiwei,49,1725.73,Technology,China,True,M
Alfred West Jr,83,1723.59,Finance & Investments,United States,True,M
Catherine Phillips,74,1721.89,Finance & Investments,Canada,True,F
John Phillips,75,1721.89,Finance & Investments,Canada,True,M
Huang Dawen,65,1721.61,Manufacturing,Hong Kong,True,M
Aloke Lohia,67,1721.36,Manufacturing,India,False,M
Ivan Chrenko,58,1721.2,Real Estate,Slovakia,True,M
Sergey Shishkarev,58,1718.21,Logistics,Russia,True,M
Helene Odfjell,60,1717.5,Construction & Engineering,Norway,False,F
Madhusudan Agarwal,70,1716.6,Food & Beverage,India,False,M
Lin Fanlian,64,1714.93,Energy,China,True,M
Chen Yuantai,58,1713.46,Energy,China,True,M
Paul Van Zuydam,88,1712.15,Manufacturing,South Africa,True,M
Ulrich Mommert & family,85,1710.68,Automotive,Austria,True,M
Scott Lin,93,1710.37,Technology,Taiwan,True,M
Chris Lin,65,1706.76,Manufacturing,Taiwan,True,M
Li Haiyan,54,1705.73,Food & Beverage,China,True,F
George Yancopoulos,66,1704.71,Healthcare,United States,True,M
Monica Crippa,61,1703.37,Manufacturing,Italy,False,F
Wang Linxiang,74,1702.61,Fashion & Retail,China,True,M
Drew Houston,43,1701.44,Technology,United States,True,M
Christian Dreyer,61,1700.16,Manufacturing,Germany,False,M
Justus Dreyer,55,1700.16,Manufacturing,Germany,False,M
Igor Tulchinsky,59,1700.0,Finance & Investments,United States,True,M
Ivan Zhao,39,1700.0,Technology,Canada,True,M
Vladimir Leshchikov,69,1700.0,Real Estate,Russia,True,M
Wang Chaobin,70,1700.0,Real Estate,China,True,M
Cao Ji,74,1699.7,Manufacturing,China,True,M
Zhou Jian,49,1698.85,Energy,China,True,M
Guy Laliberté,66,1697.68,Media & Entertainment,Canada,True,M
S.D. Shibulal,71,1697.39,Technology,India,True,M
Lloyd Blankfein,71,1696.34,Finance & Investments,United States,True,M
Carlos Sanchez,64,1690.52,Healthcare,Brazil,False,M
Sasson Dayan & family,86,1688.81,Finance & Investments,Brazil,True,M
Farkhad Akhmedov,70,1687.0,Energy,Russia,True,M
Jon Winkelried,66,1686.99,Finance & Investments,United States,True,M
Zhuang Kuilong & family,63,1686.38,Manufacturing,China,True,M
Artur Grynbaum,57,1685.29,Fashion & Retail,Brazil,True,M
Melchior Oeri,32,1683.91,Healthcare,Switzerland,False,M
Thomas Bruch,76,1683.81,Fashion & Retail,Germany,False,M
Fu Guangming & family,72,1683.18,Food & Beverage,China,True,M
Anita Zucker,74,1682.48,Manufacturing,United States,False,F
Lau Cho Kun,90,1682.42,Diversified,Malaysia,False,M
Fang Hongbo,59,1680.59,Manufacturing,China,True,M
Lai Jianfa,65,1680.02,Logistics,China,True,M
Lu Di,65,1680.0,Technology,China,True,M
Phil Shawe,56,1680.0,Technology,United States,True,M
Ye Xiaoping,63,1679.85,Healthcare,China,True,M
Lim Kok Thay,74,1679.18,Gambling & Casinos,Malaysia,False,M
Pacal Vanhalst & family,56,1678.63,Finance & Investments,Belgium,False,M
Brandt Louie,82,1678.14,Food & Beverage,Canada,False,M
David Mindus,54,1677.48,Real Estate,Sweden,True,M
Zhang Yubo,41,1675.48,Manufacturing,China,True,M
Zhao Jianhui,66,1675.28,Manufacturing,United States,True,M
Ivan Savvidis & family,67,1674.55,Diversified,Russia,True,M
Gabriella Meister,77,1674.34,Manufacturing,Germany,False,F
